,Country,Discipline,Athlete,Gender,Series,FinPosn
307,ESP,Lead,Anna IBANEZ-TUDORAS,Female,WC Series Lead 1991 Senior Female,6
1135,RUS,Lead,Venera CHERESHNEVA,Female,WC Series Lead 1998 Senior Female,6
774,ITA,Lead,Luisa IOVANE,Female,WC Series Lead 1992 Senior Female,6
776,ITA,Lead,Jenny LAVARDA,Female,WC Series Lead 2001 Senior Female,7
775,ITA,Lead,Jenny LAVARDA,Female,WC Series Lead 2004 Senior Female,7
1137,RUS,Lead,Dinara FAKHRITDINOVA,Female,WC Series Lead 2012 Senior Female,7
777,ITA,Lead,Jenny LAVARDA,Female,WC Series Lead 2005 Senior Female,7
1139,RUS,Lead,Venera CHERESHNEVA,Female,WC Series Lead 1991 Senior Female,7
1138,RUS,Lead,Yana CHERESHNEVA,Female,WC Series Lead 2011 Senior Female,7
310,ESP,Lead,Anna IBANEZ-TUDORAS,Female,WC Series Lead 1990 Senior Female,7
309,ESP,Lead,Anna IBANEZ-TUDORAS,Female,WC Series Lead 1992 Senior Female,7
308,ESP,Lead,Josune BERECIARTU URRUZOLA,Female,WC Series Lead 1999 Senior Female,7
1140,RUS,Lead,Yulia INOZEMTSEVA,Female,WC Series Lead 1994 Senior Female,7
626,GBR,Lead,Molly THOMPSON-SMITH,Female,WC Series Lead 2017 Senior Female,7
672,GER,Lead,Damaris KNORR,Female,WC Series Lead 2002 Senior Female,7
673,GER,Lead,Damaris KNORR,Female,WC Series Lead 2001 Senior Female,7
267,CZE,Lead,Eliska ADAMOVSKA,Female,WC Series Lead 2021 Senior Female,7
220,CHN,Lead,Yuetong ZHANG,Female,WC Series Lead 2019 Senior Female,7
1534,UKR,Lead,Olga SHALAGINA,Female,WC Series Lead 2008 Senior Female,8
676,GER,Lead,Marietta UHDEN,Female,WC Series Lead 1998 Senior Female,8
675,GER,Lead,Marietta UHDEN,Female,WC Series Lead 1997 Senior Female,8
674,GER,Lead,Damaris KNORR,Female,WC Series Lead 2003 Senior Female,8
311,ESP,Lead,Josune BERECIARTU URRUZOLA,Female,WC Series Lead 1998 Senior Female,8
1141,RUS,Lead,Dinara FAKHRITDINOVA,Female,WC Series Lead 2014 Senior Female,8
678,GER,Lead,Marietta UHDEN,Female,WC Series Lead 1992 Senior Female,9
677,GER,Lead,Marietta UHDEN,Female,WC Series Lead 1996 Senior Female,9
1433,SUI,Lead,Anne-sophie KOLLER,Female,WC Series Lead 2017 Senior Female,9
1434,SUI,Lead,Annatina SCHULTZ,Female,WC Series Lead 1997 Senior Female,9
627,GBR,Lead,Felicity BUTLER,Female,WC Series Lead 1990 Senior Female,9
680,GER,Lead,Marietta UHDEN,Female,WC Series Lead 1993 Senior Female,10
679,GER,Lead,Katrin SEDLMAYER,Female,WC Series Lead 2000 Senior Female,10
628,GBR,Lead,Molly THOMPSON-SMITH,Female,WC Series Lead 2023 Senior Female,10
1535,UKR,Lead,Olga SHALAGINA,Female,WC Series Lead 2004 Senior Female,10
1067,NED,Lead,Nikki VAN BERGEN,Female,WC Series Lead 2013 Senior Female,10
629,GBR,Lead,Felicity BUTLER,Female,WC Series Lead 1992 Senior Female,11
1106,POL,Lead,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Lead 1997 Senior Female,12
630,GBR,Lead,Erin MCNEICE,Female,WC Series Lead 2024 Senior Female,12
631,GBR,Lead,Molly THOMPSON-SMITH,Female,WC Series Lead 2019 Senior Female,12
632,GBR,Lead,Felicity BUTLER,Female,WC Series Lead 1991 Senior Female,12
633,GBR,Lead,Felicity BUTLER,Female,WC Series Lead 1993 Senior Female,12
1537,UKR,Lead,Olena KRYVONIS,Female,WC Series Lead 2002 Senior Female,13
1107,POL,Lead,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Lead 1999 Senior Female,13
1536,UKR,Lead,Olena KRYVONIS,Female,WC Series Lead 2001 Senior Female,13
221,CHN,Lead,Yuetong ZHANG,Female,WC Series Lead 2023 Senior Female,13
634,GBR,Lead,Molly THOMPSON-SMITH,Female,WC Series Lead 2022 Senior Female,13
1108,POL,Lead,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Lead 1992 Senior Female,14
1088,NOR,Lead,Tina johnsen HAFSAAS,Female,WC Series Lead 2017 Senior Female,14
1068,NED,Lead,Nikki VAN BERGEN,Female,WC Series Lead 2014 Senior Female,14
1109,POL,Lead,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Lead 1991 Senior Female,14
1538,UKR,Lead,Ievgeniia KAZBEKOVA,Female,WC Series Lead 2019 Senior Female,15
268,CZE,Lead,Tereza KYSILKOVA,Female,WC Series Lead 2003 Senior Female,16
635,GBR,Lead,Naomi GUY,Female,WC Series Lead 1994 Senior Female,16
1110,POL,Lead,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Lead 1998 Senior Female,16
1539,UKR,Lead,Ievgeniia KAZBEKOVA,Female,WC Series Lead 2017 Senior Female,16
312,ESP,Lead,Irati ANDA VILLANUEVA,Female,WC Series Lead 2008 Senior Female,16
1066,LUX,Lead,Pascale NOEL,Female,WC Series Lead 1991 Senior Female,17
1540,UKR,Lead,Olena KRYVONIS,Female,WC Series Lead 2005 Senior Female,17
1111,POL,Lead,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Lead 1990 Senior Female,17
1112,POL,Lead,Renata PISZCZEK,Female,WC Series Lead 1999 Senior Female,17
216,BUL,Lead,Aleksandra TOTKOVA,Female,WC Series Lead 2024 Senior Female,17
1069,NED,Lead,Ineke DIJKSTRA,Female,WC Series Lead 1992 Senior Female,18
1089,NOR,Lead,Tina johnsen HAFSAAS,Female,WC Series Lead 2018 Senior Female,18
1114,POL,Lead,Renata PISZCZEK,Female,WC Series Lead 1998 Senior Female,18
269,CZE,Lead,Eliska ADAMOVSKA,Female,WC Series Lead 2023 Senior Female,18
1113,POL,Lead,Iwona GRONKIEWICZ-MARCISZ,Female,WC Series Lead 1993 Senior Female,18
1,AUS,Lead,Oceania MACKENZIE,Female,WC Series Lead 2024 Senior Female,18
1541,UKR,Lead,Olga SHALAGINA,Female,WC Series Lead 2001 Senior Female,18
313,ESP,Lead,Josune BERECIARTU URRUZOLA,Female,WC Series Lead 1997 Senior Female,18
1511,SWE,Lead,Ingela NILSSON,Female,WC Series Lead 2003 Senior Female,19
270,CZE,Lead,Eliska ADAMOVSKA,Female,WC Series Lead 2022 Senior Female,19
271,CZE,Lead,Tereza KYSILKOVA,Female,WC Series Lead 2004 Senior Female,19
1543,UKR,Lead,Olena OSTAPENKO,Female,WC Series Lead 2001 Senior Female,19
1542,UKR,Lead,Ievgeniia KAZBEKOVA,Female,WC Series Lead 2016 Senior Female,19
1070,NED,Lead,Mirjam VERBEEK,Female,WC Series Lead 1996 Senior Female,19
1115,POL,Lead,Kinga OCIEPKA,Female,WC Series Lead 2007 Senior Female,19
1090,NOR,Lead,Gry HANSEN,Female,WC Series Lead 1995 Senior Female,19
1512,SWE,Lead,Matilda SÖDERLUND,Female,WC Series Lead 2012 Senior Female,20
217,BUL,Lead,Aleksandra TOTKOVA,Female,WC Series Lead 2022 Senior Female,20
222,CHN,Lead,Zhilu LUO,Female,WC Series Lead 2024 Senior Female,20
223,CHN,Lead,Yuetong ZHANG,Female,WC Series Lead 2024 Senior Female,21
273,CZE,Lead,Sona HNIZDILOVA,Female,WC Series Lead 2003 Senior Female,21
272,CZE,Lead,Vera KOTASOVA-KOSTRUHOVA,Female,WC Series Lead 2000 Senior Female,21
1071,NED,Lead,Nikki VAN BERGEN,Female,WC Series Lead 2012 Senior Female,21
1513,SWE,Lead,Ingela NILSSON,Female,WC Series Lead 2001 Senior Female,21
1072,NED,Lead,Nikki VAN BERGEN,Female,WC Series Lead 2015 Senior Female,21
1514,SWE,Lead,Ingela NILSSON,Female,WC Series Lead 2002 Senior Female,22
1515,SWE,Lead,Kajsa ROSEN,Female,WC Series Lead 2015 Senior Female,22
1516,SWE,Lead,Kajsa ROSEN,Female,WC Series Lead 2016 Senior Female,22
760,ISR,Lead,Netta FREDMAN,Female,WC Series Lead 2014 Senior Female,22
274,CZE,Lead,Vera KOTASOVA-KOSTRUHOVA,Female,WC Series Lead 1999 Senior Female,22
1091,NOR,Lead,Linn karin STENDAL,Female,WC Series Lead 2005 Senior Female,22
314,ESP,Lead,Irati ANDA VILLANUEVA,Female,WC Series Lead 2006 Senior Female,22
761,ISR,Lead,Netta FREDMAN,Female,WC Series Lead 2015 Senior Female,23
224,CHN,Lead,Xuhua PAN,Female,WC Series Lead 2010 Senior Female,23
219,CAN,Lead,Alannah YIP,Female,WC Series Lead 2022 Senior Female,24
1092,NOR,Lead,Tina johnsen HAFSAAS,Female,WC Series Lead 2013 Senior Female,24
275,CZE,Lead,Vera KOTASOVA-KOSTRUHOVA,Female,WC Series Lead 2001 Senior Female,24
315,ESP,Lead,Josune BERECIARTU URRUZOLA,Female,WC Series Lead 1995 Senior Female,25
276,CZE,Lead,Barbara STRANSKA,Female,WC Series Lead 1994 Senior Female,25
1074,NED,Lead,Lynn VAN DER MEER,Female,WC Series Lead 2023 Senior Female,25
1073,NED,Lead,Lynn VAN DER MEER,Female,WC Series Lead 2024 Senior Female,25
225,CHN,Lead,Chunhua LI,Female,WC Series Lead 2006 Senior Female,26
1526,TPE,Lead,Hung ying LEE,Female,WC Series Lead 2011 Senior Female,26
1094,NOR,Lead,Linn karin STENDAL,Female,WC Series Lead 2003 Senior Female,26
1093,NOR,Lead,Linn karin STENDAL,Female,WC Series Lead 2004 Senior Female,26
749,HUN,Lead,Andrea brigitta SZEKELY,Female,WC Series Lead 2008 Senior Female,26
754,INA,Lead,Baco achmad WILDA,Female,WC Series Lead 2011 Senior Female,27
1075,NED,Lead,Vera ZIJLSTRA,Female,WC Series Lead 2008 Senior Female,27
2,AUS,Lead,Oceania MACKENZIE,Female,WC Series Lead 2023 Senior Female,28
1517,SWE,Lead,Ingela NILSSON,Female,WC Series Lead 1996 Senior Female,28
1095,NOR,Lead,Gry HANSEN,Female,WC Series Lead 1997 Senior Female,28
1076,NED,Lead,Nikki VAN BERGEN,Female,WC Series Lead 2009 Senior Female,28
762,ISR,Lead,Noa SHIRAN,Female,WC Series Lead 2022 Senior Female,28
1508,SVK,Lead,Zuzana CINTALOVA,Female,WC Series Lead 2003 Senior Female,29
226,CHN,Lead,Lamu RENQING,Female,WC Series Lead 2011 Senior Female,29
763,ISR,Lead,Netta FREDMAN,Female,WC Series Lead 2016 Senior Female,29
1096,NOR,Lead,Linn karin STENDAL,Female,WC Series Lead 2001 Senior Female,30
1518,SWE,Lead,Ingela NILSSON,Female,WC Series Lead 2004 Senior Female,30
745,HKG,Lead,Hiu ying LIU,Female,WC Series Lead 2006 Senior Female,30
750,HUN,Lead,Andrea brigitta SZEKELY,Female,WC Series Lead 2007 Senior Female,30
755,INA,Lead,Uji ayu SUKMANDIRI,Female,WC Series Lead 2011 Senior Female,30
227,CHN,Lead,Li-ping HUANG,Female,WC Series Lead 2003 Senior Female,31
1097,NOR,Lead,Hannah MIDTBOE,Female,WC Series Lead 2008 Senior Female,31
1527,TPE,Lead,Hung ying LEE,Female,WC Series Lead 2012 Senior Female,32
228,CHN,Lead,Lamu RENQING,Female,WC Series Lead 2010 Senior Female,32
229,CHN,Lead,Rong JIANG,Female,WC Series Lead 2011 Senior Female,32
3,AUS,Lead,Monique FORESTIER,Female,WC Series Lead 2006 Senior Female,32
1519,SWE,Lead,Ingela NILSSON,Female,WC Series Lead 1998 Senior Female,33
1130,ROU,Lead,Mihaela CRACIUN-PANTIS,Female,WC Series Lead 1992 Senior Female,34
218,BUL,Lead,Aleksandra TOTKOVA,Female,WC Series Lead 2023 Senior Female,34
1509,SVK,Lead,Zuzana CINTALOVA,Female,WC Series Lead 2004 Senior Female,34
1421,SRB,Lead,Stasa GEJO,Female,WC Series Lead 2018 Senior Female,35
1422,SRB,Lead,Stasa GEJO,Female,WC Series Lead 2022 Senior Female,36
214,BRA,Lead,Janine CARDOSO,Female,WC Series Lead 2006 Senior Female,36
751,HUN,Lead,Andrea brigitta SZEKELY,Female,WC Series Lead 2013 Senior Female,36
746,HKG,Lead,Hiu ying LIU,Female,WC Series Lead 2002 Senior Female,36
764,ISR,Lead,Netta FREDMAN,Female,WC Series Lead 2017 Senior Female,37
765,ISR,Lead,Noa SHIRAN,Female,WC Series Lead 2024 Senior Female,37
992,KAZ,Lead,Galina CHURBANOVA,Female,WC Series Lead 1994 Senior Female,38
5,AUS,Lead,Samantha BERRY,Female,WC Series Lead 2005 Senior Female,38
4,AUS,Lead,Monique FORESTIER,Female,WC Series Lead 2002 Senior Female,38
758,IRI,Lead,Elnaz REKABI,Female,WC Series Lead 2019 Senior Female,38
1520,SWE,Lead,Ingela NILSSON,Female,WC Series Lead 2000 Senior Female,38
752,HUN,Lead,Andrea brigitta SZEKELY,Female,WC Series Lead 2012 Senior Female,39
6,AUS,Lead,Oceania MACKENZIE,Female,WC Series Lead 2018 Senior Female,40
1131,ROU,Lead,Elena POSARLIE-CROITORU,Female,WC Series Lead 1993 Senior Female,41
756,INA,Lead,Abdul rohma SYARIFAH,Female,WC Series Lead 2011 Senior Female,41
1528,TPE,Lead,Bai-le HUANG,Female,WC Series Lead 2001 Senior Female,41
1530,TPE,Lead,Hsiu-ju LIN,Female,WC Series Lead 2012 Senior Female,42
1529,TPE,Lead,Bai-le HUANG,Female,WC Series Lead 2002 Senior Female,42
1423,SRB,Lead,Stasa GEJO,Female,WC Series Lead 2017 Senior Female,42
747,HKG,Lead,Shun-yuk CHOI,Female,WC Series Lead 2001 Senior Female,43
993,KAZ,Lead,Tamara ULZHABAYEVA,Female,WC Series Lead 2011 Senior Female,43
1065,LAT,Lead,Baiba TSIPARSONE,Female,WC Series Lead 1994 Senior Female,44
1525,THA,Lead,Puntarika TUNYAVANICH,Female,WC Series Lead 2014 Senior Female,44
753,HUN,Lead,Andrea brigitta SZEKELY,Female,WC Series Lead 2010 Senior Female,44
759,IRI,Lead,Elnaz REKABI,Female,WC Series Lead 2023 Senior Female,45
1531,TPE,Lead,Bai-le HUANG,Female,WC Series Lead 2005 Senior Female,45
757,INA,Lead,Ilmawaty LABANU,Female,WC Series Lead 2006 Senior Female,46
1510,SVK,Lead,Zuzana CINTALOVA,Female,WC Series Lead 2009 Senior Female,46
766,ISR,Lead,Valeri KREMER,Female,WC Series Lead 2023 Senior Female,47
7,AUS,Lead,Sarah MATTHEWS,Female,WC Series Lead 2006 Senior Female,48
994,KAZ,Lead,Aliya ISKAKOVA,Female,WC Series Lead 2008 Senior Female,48
1424,SRB,Lead,Stasa GEJO,Female,WC Series Lead 2024 Senior Female,48
0,ARG,Lead,Valentina AGUADO,Female,WC Series Lead 2024 Senior Female,49
8,AUS,Lead,Sarah MATTHEWS,Female,WC Series Lead 2008 Senior Female,49
748,HKG,Lead,Hiu ying LIU,Female,WC Series Lead 2001 Senior Female,49
767,ISR,Lead,Noa SHIRAN,Female,WC Series Lead 2023 Senior Female,49
1532,TPE,Lead,Hung ying LEE,Female,WC Series Lead 2017 Senior Female,49
1533,TPE,Lead,Hsiu-ju LIN,Female,WC Series Lead 2011 Senior Female,49
820,ITA,Lead,Flavio CRESPI,Male,WC Series Lead 2005 Senior Male,1
323,FRA,Lead,Alexandre CHABOT,Male,WC Series Lead 2002 Senior Male,1
1360,SLO,Lead,Luka POTOCAR,Male,WC Series Lead 2022 Senior Male,1
325,FRA,Lead,Alexandre CHABOT,Male,WC Series Lead 2001 Senior Male,1
326,FRA,Lead,François PETIT,Male,WC Series Lead 1995 Senior Male,1
327,FRA,Lead,François PETIT,Male,WC Series Lead 1999 Senior Male,1
1209,NED,Lead,Jorg VERHOEVEN,Male,WC Series Lead 2008 Senior Male,1
328,FRA,Lead,Arnaud PETIT,Male,WC Series Lead 1996 Senior Male,1
329,FRA,Lead,François LOMBARD,Male,WC Series Lead 1994 Senior Male,1
330,FRA,Lead,François LEGRAND,Male,WC Series Lead 1991 Senior Male,1
331,FRA,Lead,François LEGRAND,Male,WC Series Lead 1990 Senior Male,1
332,FRA,Lead,François LEGRAND,Male,WC Series Lead 1997 Senior Male,1
333,FRA,Lead,François LEGRAND,Male,WC Series Lead 1992 Senior Male,1
223,ESP,Lead,Ramón JULIAN PUIGBLANQUE,Male,WC Series Lead 2010 Senior Male,1
224,ESP,Lead,Patxi USOBIAGA LAKUNZA,Male,WC Series Lead 2006 Senior Male,1
225,ESP,Lead,Patxi USOBIAGA LAKUNZA,Male,WC Series Lead 2007 Senior Male,1
1361,SLO,Lead,Domen SKOFIC,Male,WC Series Lead 2016 Senior Male,1
819,ITA,Lead,Stefano GHISOLFI,Male,WC Series Lead 2021 Senior Male,1
971,JPN,Lead,Yuji HIRAYAMA,Male,WC Series Lead 2000 Senior Male,1
4,AUT,Lead,Jakob SCHUBERT,Male,WC Series Lead 2018 Senior Male,1
970,JPN,Lead,Yuji HIRAYAMA,Male,WC Series Lead 1998 Senior Male,1
969,JPN,Lead,Sachi AMMA,Male,WC Series Lead 2012 Senior Male,1
968,JPN,Lead,Sachi AMMA,Male,WC Series Lead 2013 Senior Male,1
3,AUT,Lead,Jakob SCHUBERT,Male,WC Series Lead 2014 Senior Male,1
175,CZE,Lead,Tomás MRÁZEK,Male,WC Series Lead 2004 Senior Male,1
967,JPN,Lead,Sorato ANRAKU,Male,WC Series Lead 2023 Senior Male,1
177,CZE,Lead,Adam ONDRA,Male,WC Series Lead 2019 Senior Male,1
178,CZE,Lead,Adam ONDRA,Male,WC Series Lead 2015 Senior Male,1
635,GBR,Lead,Simon NADIN,Male,WC Series Lead 1989 Senior Male,1
636,GBR,Lead,Toby ROBERTS,Male,WC Series Lead 2024 Senior Male,1
176,CZE,Lead,Adam ONDRA,Male,WC Series Lead 2009 Senior Male,1
2,AUT,Lead,Jakob SCHUBERT,Male,WC Series Lead 2011 Senior Male,1
972,JPN,Lead,Shion OMATA,Male,WC Series Lead 2024 Senior Male,2
229,ESP,Lead,Ramón JULIAN PUIGBLANQUE,Male,WC Series Lead 2003 Senior Male,2
228,ESP,Lead,Ramón JULIAN PUIGBLANQUE,Male,WC Series Lead 2007 Senior Male,2
231,ESP,Lead,Patxi USOBIAGA LAKUNZA,Male,WC Series Lead 2009 Senior Male,2
230,ESP,Lead,Alberto GINÉS LÓPEZ,Male,WC Series Lead 2019 Senior Male,2
5,AUT,Lead,Jakob SCHUBERT,Male,WC Series Lead 2013 Senior Male,2
6,AUT,Lead,Jakob SCHUBERT,Male,WC Series Lead 2016 Senior Male,2
7,AUT,Lead,Jakob SCHUBERT,Male,WC Series Lead 2010 Senior Male,2
8,AUT,Lead,David LAMA,Male,WC Series Lead 2006 Senior Male,2
1598,USA,Lead,Sean BAILEY,Male,WC Series Lead 2021 Senior Male,2
179,CZE,Lead,Tomás MRÁZEK,Male,WC Series Lead 2002 Senior Male,2
180,CZE,Lead,Tomás MRÁZEK,Male,WC Series Lead 2008 Senior Male,2
822,ITA,Lead,Stefano GHISOLFI,Male,WC Series Lead 2018 Senior Male,2
823,ITA,Lead,Luca ZARDINI,Male,WC Series Lead 1992 Senior Male,2
824,ITA,Lead,Cristian BRENNA,Male,WC Series Lead 1998 Senior Male,2
1210,NED,Lead,Jorg VERHOEVEN,Male,WC Series Lead 2005 Senior Male,2
821,ITA,Lead,Stefano GHISOLFI,Male,WC Series Lead 2017 Senior Male,2
227,ESP,Lead,Ramón JULIAN PUIGBLANQUE,Male,WC Series Lead 2011 Senior Male,2
973,JPN,Lead,Taisei HOMMA,Male,WC Series Lead 2022 Senior Male,2
226,ESP,Lead,Ramón JULIAN PUIGBLANQUE,Male,WC Series Lead 2012 Senior Male,2
673,GER,Lead,Alexander MEGOS,Male,WC Series Lead 2023 Senior Male,2
121,CAN,Lead,Sean MCCOLL,Male,WC Series Lead 2014 Senior Male,2
825,ITA,Lead,Flavio CRESPI,Male,WC Series Lead 2004 Senior Male,3
1599,USA,Lead,Jesse GRUPPER,Male,WC Series Lead 2022 Senior Male,3
1550,UKR,Lead,Yevgen KRYVOSHEYTSEV,Male,WC Series Lead 1998 Senior Male,3
637,GBR,Lead,Jerry MOFFATT,Male,WC Series Lead 1989 Senior Male,3
826,ITA,Lead,Flavio CRESPI,Male,WC Series Lead 2006 Senior Male,3
233,ESP,Lead,Ramón JULIAN PUIGBLANQUE,Male,WC Series Lead 2008 Senior Male,3
181,CZE,Lead,Tomás MRÁZEK,Male,WC Series Lead 2007 Senior Male,3
182,CZE,Lead,Tomás MRÁZEK,Male,WC Series Lead 2001 Senior Male,3
183,CZE,Lead,Tomás MRÁZEK,Male,WC Series Lead 2006 Senior Male,3
184,CZE,Lead,Adam ONDRA,Male,WC Series Lead 2010 Senior Male,3
1452,SUI,Lead,Cédric LACHAT,Male,WC Series Lead 2005 Senior Male,3
122,CAN,Lead,Sean MCCOLL,Male,WC Series Lead 2019 Senior Male,3
674,GER,Lead,Andreas BINDHAMMER,Male,WC Series Lead 1999 Senior Male,3
828,ITA,Lead,Cristian BRENNA,Male,WC Series Lead 2000 Senior Male,3
827,ITA,Lead,Cristian BRENNA,Male,WC Series Lead 1996 Senior Male,3
974,JPN,Lead,Sorato ANRAKU,Male,WC Series Lead 2024 Senior Male,3
981,JPN,Lead,Yuji HIRAYAMA,Male,WC Series Lead 1991 Senior Male,3
976,JPN,Lead,Taisei HOMMA,Male,WC Series Lead 2023 Senior Male,3
1362,SLO,Lead,Domen SKOFIC,Male,WC Series Lead 2018 Senior Male,3
10,AUT,Lead,Jakob SCHUBERT,Male,WC Series Lead 2015 Senior Male,3
9,AUT,Lead,Jakob SCHUBERT,Male,WC Series Lead 2012 Senior Male,3
1600,USA,Lead,Jim KARN,Male,WC Series Lead 1990 Senior Male,3
1211,NED,Lead,Jorg VERHOEVEN,Male,WC Series Lead 2007 Senior Male,4
1363,SLO,Lead,Luka POTOCAR,Male,WC Series Lead 2021 Senior Male,4
1364,SLO,Lead,Domen SKOFIC,Male,WC Series Lead 2015 Senior Male,4
1453,SUI,Lead,Simon WANDELER,Male,WC Series Lead 1998 Senior Male,4
1365,SLO,Lead,Domen SKOFIC,Male,WC Series Lead 2017 Senior Male,4
1253,RUS,Lead,Evgeny OVCHINNIKOV,Male,WC Series Lead 1999 Senior Male,4
1454,SUI,Lead,Elie CHEVIEUX,Male,WC Series Lead 1995 Senior Male,4
1551,UKR,Lead,Serik KAZBEKOV,Male,WC Series Lead 2001 Senior Male,4
1552,UKR,Lead,Maksym PETRENKO,Male,WC Series Lead 2004 Senior Male,4
11,AUT,Lead,Jakob SCHUBERT,Male,WC Series Lead 2009 Senior Male,4
123,CAN,Lead,Sean MCCOLL,Male,WC Series Lead 2012 Senior Male,4
1145,KOR,Lead,Hyunbin MIN,Male,WC Series Lead 2013 Senior Male,4
1254,RUS,Lead,Evgeny OVCHINNIKOV,Male,WC Series Lead 2003 Senior Male,5
675,GER,Lead,Yannick FLOHÉ,Male,WC Series Lead 2022 Senior Male,5
676,GER,Lead,Christoph FINKEL,Male,WC Series Lead 1992 Senior Male,5
638,GBR,Lead,Toby ROBERTS,Male,WC Series Lead 2023 Senior Male,5
1601,USA,Lead,Chris SHARMA,Male,WC Series Lead 1997 Senior Male,5
1146,KOR,Lead,Hyunbin MIN,Male,WC Series Lead 2018 Senior Male,5
1367,SLO,Lead,Klemen BECAN,Male,WC Series Lead 2008 Senior Male,5
124,CAN,Lead,Sean MCCOLL,Male,WC Series Lead 2013 Senior Male,5
1366,SLO,Lead,Domen SKOFIC,Male,WC Series Lead 2014 Senior Male,5
1455,SUI,Lead,Sascha LEHMANN,Male,WC Series Lead 2021 Senior Male,5
126,CAN,Lead,Sean MCCOLL,Male,WC Series Lead 2016 Senior Male,6
125,CAN,Lead,Sean MCCOLL,Male,WC Series Lead 2011 Senior Male,6
678,GER,Lead,Christian BINDHAMMER,Male,WC Series Lead 2002 Senior Male,6
677,GER,Lead,Alexander MEGOS,Male,WC Series Lead 2018 Senior Male,6
1553,UKR,Lead,Maksym PETRENKO,Male,WC Series Lead 2000 Senior Male,6
1213,NED,Lead,Jorg VERHOEVEN,Male,WC Series Lead 2012 Senior Male,6
1602,USA,Lead,Colin DUFFY,Male,WC Series Lead 2022 Senior Male,6
1456,SUI,Lead,Cédric LACHAT,Male,WC Series Lead 2007 Senior Male,6
1457,SUI,Lead,Frédéric NICOLE,Male,WC Series Lead 1991 Senior Male,6
1458,SUI,Lead,Elie CHEVIEUX,Male,WC Series Lead 1996 Senior Male,6
1212,NED,Lead,Jorg VERHOEVEN,Male,WC Series Lead 2006 Senior Male,6
1459,SUI,Lead,Elie CHEVIEUX,Male,WC Series Lead 1992 Senior Male,6
1555,UKR,Lead,Maksym PETRENKO,Male,WC Series Lead 2001 Senior Male,7
1554,UKR,Lead,Serik KAZBEKOV,Male,WC Series Lead 2000 Senior Male,7
1461,SUI,Lead,Elie CHEVIEUX,Male,WC Series Lead 1994 Senior Male,7
1460,SUI,Lead,Cédric LACHAT,Male,WC Series Lead 2002 Senior Male,7
680,GER,Lead,Sebastian HALENKE,Male,WC Series Lead 2016 Senior Male,7
682,GER,Lead,Thomas TAUPORN,Male,WC Series Lead 2011 Senior Male,7
681,GER,Lead,Alexander MEGOS,Male,WC Series Lead 2019 Senior Male,7
679,GER,Lead,Sebastian HALENKE,Male,WC Series Lead 2015 Senior Male,7
1231,NOR,Lead,Magnus MIDTBOE,Male,WC Series Lead 2012 Senior Male,7
1556,UKR,Lead,Yevgen KRYVOSHEYTSEV,Male,WC Series Lead 1999 Senior Male,8
1149,KOR,Lead,Hyunbin MIN,Male,WC Series Lead 2012 Senior Male,8
1148,KOR,Lead,Hyunbin MIN,Male,WC Series Lead 2011 Senior Male,8
1147,KOR,Lead,Hanwool KIM,Male,WC Series Lead 2017 Senior Male,8
1368,SLO,Lead,Aljosa GROM,Male,WC Series Lead 1996 Senior Male,8
1257,RUS,Lead,Salavat RAKHMETOV,Male,WC Series Lead 1991 Senior Male,8
1258,RUS,Lead,Evgeny OVCHINNIKOV,Male,WC Series Lead 1997 Senior Male,8
127,CAN,Lead,Sean MCCOLL,Male,WC Series Lead 2015 Senior Male,8
1255,RUS,Lead,Salavat RAKHMETOV,Male,WC Series Lead 1989 Senior Male,8
1256,RUS,Lead,Salavat RAKHMETOV,Male,WC Series Lead 1998 Senior Male,8
1371,SLO,Lead,Klemen BECAN,Male,WC Series Lead 2009 Senior Male,9
1214,NED,Lead,Jorg VERHOEVEN,Male,WC Series Lead 2004 Senior Male,9
1558,UKR,Lead,Yevgen KRYVOSHEYTSEV,Male,WC Series Lead 2000 Senior Male,9
1603,USA,Lead,Sean BAILEY,Male,WC Series Lead 2019 Senior Male,9
128,CAN,Lead,Sean MCCOLL,Male,WC Series Lead 2008 Senior Male,9
640,GBR,Lead,Ian VICKERS,Male,WC Series Lead 1993 Senior Male,9
639,GBR,Lead,Ian VICKERS,Male,WC Series Lead 1994 Senior Male,9
1557,UKR,Lead,Fedir SAMOILOV,Male,WC Series Lead 2017 Senior Male,9
1560,UKR,Lead,Maksym PETRENKO,Male,WC Series Lead 2002 Senior Male,10
1234,NOR,Lead,Magnus MIDTBOE,Male,WC Series Lead 2014 Senior Male,10
1233,NOR,Lead,Magnus MIDTBOE,Male,WC Series Lead 2007 Senior Male,10
1232,NOR,Lead,Magnus MIDTBOE,Male,WC Series Lead 2008 Senior Male,10
1259,RUS,Lead,Pavel SAMOILINE,Male,WC Series Lead 1993 Senior Male,10
1215,NED,Lead,Jorg VERHOEVEN,Male,WC Series Lead 2010 Senior Male,10
1604,USA,Lead,Colin DUFFY,Male,WC Series Lead 2024 Senior Male,10
1260,RUS,Lead,Evgeny OVCHINNIKOV,Male,WC Series Lead 2001 Senior Male,10
